Name,Album,Artist,Popular_date,Release_date,Length,Popularity,Danceability,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time_signature
When I'm Gone,Away From The Sun,3 Doors Down,2003,2002-11-12,260333,69,0.53,0.00385,0.53,0.768,0.0,0.103,-5.611,0.0284,148.095,4
Unwell,More Than You Think You Are,Matchbox Twenty,2003,2002-11-01,228706,60,0.256,0.0298,0.256,0.788,0.0,0.707,-5.263,0.0403,80.718,4
Right Thurr,Jackpot,Chingy,2003,2003-01-01,250746,67,0.866,0.15,0.866,0.749,0.0,0.0614,-3.977,0.253,92.074,4
Picture (feat. Sheryl Crow),Cocky,Kid Rock,2003,2001-11-19,298960,69,0.692,0.172,0.692,0.496,6.42E-06,0.107,-7.332,0.0241,97.945,4
Bring Me To Life,Fallen,Evanescence,2003,2003-03-04,235893,80,0.331,0.00721,0.331,0.943,2.06E-06,0.242,-3.188,0.0698,94.612,4
Get Low,Kings Of Crunk - Clean,Lil Jon & The East Side Boyz,2003,2002-10-29,324600,47,0.78,0.022,0.78,0.604,0.0,0.194,-8.019,0.0396,101.043,4
Baby Boy (feat. Sean Paul),Dangerously In Love,Beyoncé,2003,2003-06-24,244826,65,0.655,0.0825,0.655,0.488,1.16E-06,0.221,-9.17,0.22,91.025,4
Shake Ya Tailfeather - Radio Edit,Murphy's Law,Murphy Lee,2003,2003-01-01,295173,64,0.715,0.134,0.715,0.733,0.0,0.157,-7.068,0.262,87.665,4
21 Questions,Get Rich Or Die Tryin',50 Cent,2003,2003-02-06,224426,69,0.576,0.353,0.576,0.807,0.000363,0.0512,-3.908,0.317,90.012,4
All I Have (feat. LL Cool J),This Is Me...Then,Jennifer Lopez,2003,2002-11-19,254466,57,0.699,0.265,0.699,0.668,0.0,0.141,-5.305,0.106,83.074,4
Beautiful,Stripped,Christina Aguilera,2003,2002-07-19,238560,72,0.456,0.578,0.456,0.573,3.05E-06,0.114,-3.866,0.0275,76.19,4
I Know What You Want (feat. Flipmode Squad),It Ain't Safe No More. . .,Busta Rhymes,2003,2002-11-26,324306,68,0.648,0.0142,0.648,0.759,0.0,0.648,-4.315,0.306,85.996,4
I'm with You,Let Go,Avril Lavigne,2003,2002-06-04,223066,70,0.457,0.08,0.457,0.406,0.0,0.117,-7.462,0.0291,151.95,3
Drift Away,No Stranger to Shame,Uncle Kracker,2003,2002-07-09,255560,71,0.583,0.181,0.583,0.66,0.0,0.0979,-5.078,0.0377,151.956,4
Magic Stick,La Bella Mafia,Lil' Kim,2003,2003-03-03,359973,56,0.849,0.117,0.849,0.499,4.97E-05,0.268,-7.872,0.271,92.982,4
Drops of Jupiter (Tell Me),Drops Of Jupiter,Train,2003,2001-03-27,259933,78,0.468,0.154,0.468,0.64,0.0,0.154,-5.862,0.0275,79.297,4
Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),Usher,2004,2004-03-23,250373,82,0.894,0.0183,0.894,0.791,0.0,0.0388,-4.699,0.112,105.018,4
Burn,Confessions (Expanded Edition),Usher,2004,2004-03-23,231933,69,0.796,0.314,0.796,0.477,0.0,0.12,-7.161,0.108,119.928,4
If I Ain't Got You,The Diary Of Alicia Keys,Alicia Keys,2004,2003-12-02,228706,79,0.609,0.603,0.609,0.445,6.77E-06,0.104,-9.129,0.106,118.393,3
This Love,Songs About Jane,Maroon 5,2004,2002-06-25,206200,68,0.712,0.0525,0.712,0.862,0.0,0.093,-4.612,0.0378,95.051,4
The Way You Move - Radio Mix,Speakerboxxx/The Love Below,OutKast,2004,2003-09-23,233960,0,0.867,0.117,0.867,0.596,0.000125,0.061,-4.851,0.0463,125.984,4
The Reason,The Reason,Hoobastank,2004,2003-01-01,232800,0,0.473,0.0134,0.473,0.643,0.0,0.16,-4.67,0.0293,82.95,4
I Don't Wanna Know (feat. Enya And P. Diddy),Hurt No More,Mario Winans,2004,2005-04-20,257360,0,0.84,0.332,0.84,0.493,0.00105,0.121,-5.9,0.0475,96.998,4
Hey Ya! - Radio Mix,Speakerboxxx/The Love Below,OutKast,2004,2003,235213,78,0.727,0.103,0.727,0.974,0.000532,0.174,-2.261,0.0664,79.526,4
Goodies (feat. Petey Pablo),Goodies,Ciara,2004,2004-09-27,223000,67,0.826,0.0277,0.826,0.647,1.52E-06,0.298,-6.306,0.0491,102.017,4
Lean Back,True Story,Terror Squad,2004,2004-01-01,247426,65,0.783,0.11,0.783,0.916,0.0,0.0746,-3.344,0.415,95.321,4
Tipsy - Club Mix,Hood Hop,J-Kwon,2004,2004,243226,63,0.925,0.0644,0.925,0.744,0.0,0.0888,-5.79,0.367,93.02,4
Confessions Part II,Confessions (Expanded Edition),Usher,2004,2004-03-23,211200,68,0.845,0.0586,0.845,0.467,0.0,0.0694,-7.674,0.138,138.007,4
Slow Motion,Juve The Great,JUVENILE,2004,2003-01-01,248200,64,0.713,0.548,0.713,0.734,0.0,0.0687,-4.894,0.325,172.872,4
Freek-A-Leek,Still Writing In My Diary: 2nd Entry,Petey Pablo,2004,2004,235186,64,0.756,0.0744,0.756,0.691,0.0,0.364,-3.718,0.178,104.999,4
Here Without You,Away From The Sun,3 Doors Down,2004,2002-11-12,238733,76,0.557,0.0492,0.557,0.533,0.0,0.205,-6.817,0.0252,143.994,4
Slow Jamz,The College Dropout,Kanye West,2004,2004-02-13,316053,0,0.569,0.369,0.569,0.744,0.0,0.256,-5.757,0.181,145.063,4
Someday,The Long Road,Nickelback,2004,2003-09-23,207466,70,0.455,0.000616,0.455,0.858,0.000247,0.226,-5.659,0.0391,163.118,4
Naughty Girl,Dangerously In Love,Beyoncé,2004,2003-06-24,208573,62,0.588,0.237,0.588,0.461,1.54E-05,0.0913,-8.686,0.161,200.053,4
My Immortal,Fallen,Evanescence,2004,2003-03-04,262533,75,0.19,0.863,0.19,0.265,0.0,0.134,-9.206,0.0356,79.012,4
Sunshine (feat. Lea),U Gotta Feel Me,Lil' Flip,2004,2004-03-30,225173,62,0.814,0.0248,0.814,0.387,0.0,0.131,-9.867,0.0945,93.961,4
Hollaback Girl,Love Angel Music Baby,Gwen Stefani,2005,2004-10-27,199906,3,0.918,0.344,0.918,0.918,5.35E-06,0.0243,-2.218,0.0954,110.024,4
Let Me Love You,Turning Point,Mario,2005,2004-12-06,249093,65,0.622,0.163,0.622,0.593,0.0,0.0979,-8.352,0.0916,94.364,4
Since U Been Gone,Breakaway,Kelly Clarkson,2005,2004-01-17,188960,72,0.662,0.00165,0.662,0.741,0.0303,0.114,-5.406,0.0334,131.0,4
"One, Two Step (feat. Missy Elliott)",Goodies,Ciara,2005,2004-09-27,203786,74,0.944,0.042,0.944,0.511,0.00107,0.0379,-10.96,0.161,113.046,4
Gold Digger,Late Registration,Kanye West,2005,2005-08-30,207626,77,0.629,0.0195,0.629,0.696,0.0,0.0554,-5.572,0.348,93.034,4
"Boulevard of Broken Dreams - Live at Milton Keynes National Bowl, Milton Keynes, England, 6/18/05",Bullet in a Bible,Green Day,2005,2005-11-15,284960,43,0.259,0.0583,0.259,0.983,0.000298,0.972,-3.523,0.0869,166.81,4
Candy Shop,The Massacre,50 Cent,2005,2005-03-03,208533,0,0.609,0.0305,0.609,0.588,0.000142,0.369,-7.992,0.481,128.763,5
Don't Cha,PCD,The Pussycat Dolls,2005,2005-01-01,272080,67,0.877,0.00516,0.877,0.637,2.5E-06,0.0959,-3.493,0.101,119.988,4
Behind These Hazel Eyes,Breakaway,Kelly Clarkson,2005,2004-01-17,198973,59,0.548,0.00165,0.548,0.889,0.00109,0.197,-4.682,0.0382,90.048,4
Disco Inferno,The Massacre,50 Cent,2005,2005-03-03,214226,0,0.921,0.26,0.921,0.659,6.82E-05,0.216,-4.852,0.25,97.055,4
You And Me,Lifehouse,Lifehouse,2005,2005-01-01,195493,0,0.461,0.1,0.461,0.446,0.0,0.169,-7.703,0.0267,139.868,3
Don't Phunk With My Heart,Monkey Business,Black Eyed Peas,2005,2005-01-01,239773,55,0.689,0.00933,0.689,0.929,0.0,0.548,-2.76,0.0608,130.899,4
Lose Control (feat. Ciara & Fat Man Scoop),The Cookbook,Missy Elliott,2005,2005-07-04,226863,67,0.904,0.0311,0.904,0.813,0.00697,0.0471,-7.105,0.121,125.461,4
Shake It Off,The Emancipation of Mimi,Mariah Carey,2005,2005-01-01,232840,61,0.777,0.181,0.777,0.493,0.0,0.108,-6.516,0.126,134.086,4
Mr. Brightside,Hot Fuss,The Killers,2005,2004-06-15,222586,76,0.356,0.00101,0.356,0.924,0.0,0.0953,-3.74,0.0808,148.017,4
Just A Lil Bit,The Massacre,50 Cent,2005,2005-03-03,237706,0,0.724,0.0397,0.724,0.692,0.00477,0.314,-6.75,0.324,96.937,4
Pon de Replay,Music Of The Sun,Rihanna,2005,2005-08-29,246960,78,0.779,0.000155,0.779,0.64,0.00077,0.101,-8.415,0.159,99.019,4
How We Do,The Documentary,The Game,2005,2005,235533,74,0.862,0.0455,0.862,0.648,0.0,0.0332,-7.401,0.251,98.012,4
Beverly Hills,Make Believe,Weezer,2005,2005-05-10,196093,70,0.693,0.0932,0.693,0.823,0.0,0.328,-3.761,0.0726,87.904,4
We Belong Together,The Emancipation of Mimi,Mariah Carey,2005,2005-01-01,201400,70,0.837,0.0339,0.837,0.462,0.0,0.09,-7.89,0.0601,139.986,4
Bad Day,Daniel Powter,Daniel Powter,2006,2005-02-22,233640,76,0.599,0.448,0.599,0.785,0.00336,0.151,-4.013,0.0309,140.046,4
Temperature,The Trinity,Sean Paul,2006,2005-09-26,218573,77,0.951,0.106,0.951,0.6,0.0,0.0712,-4.675,0.0685,125.04,4
Promiscuous,Loose,Nelly Furtado,2006,2006-01-01,242200,73,0.795,0.046,0.795,0.978,8.29E-05,0.143,-6.097,0.0459,114.321,4
You're Beautiful,Back to Bedlam,James Blunt,2006,2005-08-08,209493,77,0.675,0.633,0.675,0.479,1.76E-05,0.088,-9.87,0.0278,81.998,4
Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",Shakira,2006,2005-11-28,218093,83,0.778,0.284,0.778,0.824,0.0,0.405,-5.892,0.0712,100.024,4
Unwritten,Unwritten,Natasha Bedingfield,2006,2004-08-30,259333,76,0.706,0.00577,0.706,0.801,0.0,0.0822,-6.333,0.0399,100.013,4
Crazy,St. Elsewhere,Gnarls Barkley,2006,2006-05-02,182066,72,0.835,0.0172,0.835,0.741,0.0577,0.0826,-1.609,0.0339,111.963,4
Ridin',The Sound of Revenge,Chamillionaire,2006,2005-01-01,303053,71,0.787,0.189,0.787,0.799,0.0,0.3,-4.68,0.0993,143.052,4
SexyBack (feat. Timbaland),FutureSex/LoveSounds,Justin Timberlake,2006,2006-09-12,242733,77,0.967,0.0584,0.967,0.583,0.0,0.0519,-5.562,0.0789,117.0,4
Check On It (feat. Bun B & Slim Thug),B'Day,Beyoncé,2006,2006-09-04,210453,57,0.705,0.0708,0.705,0.796,0.0,0.388,-6.845,0.267,166.042,4
Be Without You - Kendu Mix,The Breakthrough,Mary J. Blige,2006,2005-01-01,246333,62,0.724,0.067,0.724,0.705,0.0,0.262,-5.859,0.112,146.589,4
Grillz,Sweatsuit,Nelly,2006,2005-11-25,271160,53,0.863,0.0419,0.863,0.514,0.0,0.301,-7.243,0.249,82.985,4
Over My Head (Cable Car),How To Save A Life,The Fray,2006,2005-09-13,236266,69,0.592,0.022,0.592,0.729,0.0,0.0653,-4.156,0.0448,116.03,4
Me & U,Cassie (U.S. Version),Cassie,2006,2006-08-07,192213,73,0.803,0.352,0.803,0.454,0.0,0.0655,-4.802,0.0294,99.99,4
Buttons,PCD,The Pussycat Dolls,2006,2005-01-01,225560,65,0.57,0.178,0.57,0.821,0.0,0.289,-4.38,0.267,210.857,4
Run It!,Chris Brown,Chris Brown,2006,2005-11-29,229866,0,0.85,0.0246,0.85,0.482,0.0,0.387,-6.684,0.102,100.957,4
So Sick,In My Own Words,Ne-Yo,2006,2006-01-01,207186,77,0.452,0.246,0.452,0.574,0.0,0.189,-8.336,0.31,92.791,4
It's Goin' Down (feat. Nitti),New Joc City (Explicit Content U.S. Version),Yung Joc,2006,2006-06-06,241840,66,0.888,0.0986,0.888,0.577,0.0,0.131,-7.702,0.0612,84.003,4
SOS,A Girl Like Me,Rihanna,2006,2006-04-10,238920,70,0.677,0.004,0.677,0.671,5.07E-05,0.413,-4.905,0.0361,137.046,4
I Write Sins Not Tragedies,A Fever You Can't Sweat Out,Panic! At The Disco,2006,2005-09-27,186634,74,0.569,0.0807,0.569,0.83,0.0,0.114,-4.106,0.14,170.094,4
Irreplaceable,B'Day Deluxe Edition,Beyoncé,2007,2007-05-29,227853,72,0.447,0.0293,0.447,0.694,5.46E-06,0.167,-4.637,0.382,175.868,4
Umbrella,Good Girl Gone Bad: Reloaded,Rihanna,2007,2008-06-02,275986,82,0.583,0.00864,0.583,0.829,0.0,0.0426,-4.603,0.134,174.028,4
The Sweet Escape,The Sweet Escape,Gwen Stefani,2007,2006-01-01,246466,68,0.756,0.191,0.756,0.77,0.0,0.178,-3.502,0.0343,119.961,4
Big Girls Don't Cry (Personal),The Dutchess,Fergie,2007,2006-01-01,268120,75,0.708,0.205,0.708,0.641,0.0,0.0945,-4.296,0.0335,113.082,4
Buy U a Drank (Shawty Snappin'),Epiphany,T-Pain,2007,2007-06-05,227960,75,0.451,0.0108,0.451,0.55,0.0,0.0737,-8.137,0.262,80.001,4
Before He Cheats,Some Hearts,Carrie Underwood,2007,2005-11-14,199946,75,0.519,0.271,0.519,0.749,0.0,0.119,-3.318,0.0405,147.905,4
Hey There Delilah,Every Second Counts,Plain White T's,2007,2006,233280,63,0.522,0.831,0.522,0.453,1.21E-06,0.101,-7.859,0.0295,103.879,4
I Wanna Love You,Konvicted,Akon,2007,2006-01-01,247066,46,0.866,0.0373,0.866,0.454,1.49E-06,0.275,-9.383,0.0414,99.985,4
Say It Right,Loose,Nelly Furtado,2007,2006-01-01,223080,57,0.871,0.0409,0.871,0.869,0.00111,0.053,-6.308,0.139,116.95,4
Glamorous,The Dutchess,Fergie,2007,2006-01-01,246573,68,0.81,0.288,0.81,0.755,0.0,0.0857,-6.408,0.201,130.99,4
Don't Matter,Konvicted,Akon,2007,2006-01-01,293053,66,0.798,0.244,0.798,0.443,0.0,0.326,-6.062,0.0403,125.232,4
Girlfriend,The Best Damn Thing,Avril Lavigne,2007,2007-04-17,216600,0,0.56,0.000738,0.56,0.959,0.000206,0.209,-2.433,0.102,163.983,4
Makes Me Wonder,It Won't Be Soon Before Long.,Maroon 5,2007,2007-01-01,211080,56,0.803,0.00485,0.803,0.851,0.000358,0.0577,-2.429,0.0357,113.996,4
Party Like A Rock Star,Party Like A Rockstar,Shop Boyz,2007,2007-01-01,253000,48,0.611,0.00455,0.611,0.689,0.0,0.514,-4.976,0.041,144.992,4
Smack That,Konvicted,Akon,2007,2006-01-01,212360,70,0.939,0.321,0.939,0.742,0.0,0.107,-5.171,0.0467,118.978,4
This Is Why I'm Hot,Music Is My Savior,MiMS,2007,2007-01-01,253706,60,0.621,0.277,0.621,0.6,0.0,0.495,-6.349,0.576,80.021,4
It's Not Over,Daughtry,Daughtry,2007,2006-11-20,214831,54,0.423,0.0525,0.423,0.912,0.0,0.245,-3.232,0.0615,145.942,4
The Way I Are,Shock Value,Timbaland,2007,2007-01-01,179120,76,0.731,0.181,0.731,0.807,0.751,0.319,-6.492,0.1,114.759,4
Fergalicious,The Dutchess,Fergie,2007,2006-01-01,292373,71,0.906,0.0576,0.906,0.584,0.0,0.128,-7.72,0.316,129.055,4
Crank That (Soulja Boy),souljaboytellem.com,Soulja Boy,2007,2007-01-01,221933,76,0.736,0.515,0.736,0.74,0.0,0.0468,-2.18,0.0786,140.141,4
Low (feat. T-Pain),Mail on Sunday,Flo Rida,2008,2008-03-17,231400,80,0.918,0.0928,0.918,0.609,0.0,0.139,-5.64,0.0791,128.008,4
Bleeding Love,Spirit,Leona Lewis,2008,2007,262466,78,0.638,0.188,0.638,0.656,0.0,0.146,-5.886,0.0357,104.036,4
No One,As I Am,Alicia Keys,2008,2007-11-09,253813,1,0.649,0.03,0.649,0.552,6.47E-06,0.111,-5.419,0.0292,89.969,4
Lollipop,Tha Carter III,Lil Wayne,2008,2008-06-10,299333,69,0.829,0.056,0.829,0.428,0.00413,0.137,-9.469,0.0831,148.075,4
Apologize,Dreaming Out Loud,OneRepublic,2008,2007-01-01,208106,70,0.593,0.363,0.593,0.74,2.22E-05,0.102,-6.12,0.0339,118.008,4
No Air (feat. Chris Brown),Jordin Sparks,Jordin Sparks,2008,2007-11-20,264373,0,0.466,0.0521,0.466,0.759,0.0,0.0587,-4.978,0.199,160.033,4
Love Song,Little Voice,Sara Bareilles,2008,2007-07-03,258826,75,0.583,0.0208,0.583,0.786,0.0,0.188,-3.142,0.0301,123.055,4
Love in This Club,Here I Stand,Usher,2008,2008-05-27,259720,68,0.573,0.0572,0.573,0.712,0.0,0.167,-5.976,0.0732,140.012,4
With You,Exclusive,Chris Brown,2008,2007-11-01,252160,1,0.659,0.143,0.659,0.696,0.0,0.13,-4.291,0.071,86.001,4
Forever,Forever,Chris Brown,2008,2007-11-02,278035,0,0.672,0.0371,0.672,0.819,0.000184,0.203,-4.457,0.0463,120.013,4
Sexy Can I feat. Yung Berg,All I Feel,Ray J,2008,2008-04-08,204040,36,0.575,0.299,0.575,0.684,0.0,0.614,-6.007,0.325,172.155,4
Take A Bow,Good Girl Gone Bad: Reloaded,Rihanna,2008,2008-06-02,229413,77,0.697,0.248,0.697,0.467,0.0,0.0941,-7.536,0.0715,82.082,4
Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,2008,2008-05-26,242373,80,0.486,0.0954,0.486,0.617,3.23E-06,0.109,-7.115,0.0287,138.015,4
I Kissed A Girl,One Of The Boys,Katy Perry,2008,2008-06-17,179640,68,0.699,0.00223,0.699,0.76,0.0,0.132,-3.173,0.0677,129.996,4
Whatever You Like,Paper Trail,T.I.,2008,2008-09-08,249533,0,0.68,0.0161,0.68,0.687,0.0,0.261,-6.162,0.0709,150.053,4
Disturbia,Good Girl Gone Bad: Reloaded,Rihanna,2008,2008-06-02,238626,75,0.707,0.0863,0.707,0.813,0.0,0.168,-4.515,0.0571,124.921,4
Don't Stop The Music,Good Girl Gone Bad: Reloaded,Rihanna,2008,2008-06-02,267080,77,0.835,0.0336,0.835,0.669,6.92E-05,0.0535,-5.582,0.0643,122.668,4
Pocketful of Sunshine,Pocketful Of Sunshine,Natasha Bedingfield,2008,2008-01-22,202906,63,0.721,0.191,0.721,0.88,0.0,0.0769,-3.896,0.0454,110.021,4
Kiss Kiss (feat. T-Pain),Exclusive,Chris Brown,2008,2007-11-01,250666,0,0.738,0.0463,0.738,0.673,0.0,0.0604,-3.377,0.205,140.068,4
Closer,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,2008,2008-01-01,234360,59,0.711,0.028,0.711,0.753,2.96E-05,0.152,-6.461,0.0766,126.051,4
Boom Boom Pow,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009,2009-01-01,251440,63,0.867,0.13,0.867,0.857,0.00171,0.13,-5.892,0.0663,130.048,4
Poker Face,The Fame,Lady Gaga,2009,2008-01-01,237200,3,0.851,0.12,0.851,0.806,1.33E-06,0.121,-4.618,0.0786,119.001,4
Just Dance,The Fame,Lady Gaga,2009,2008-01-01,241933,2,0.822,0.0261,0.822,0.737,4.19E-05,0.18,-4.542,0.0314,118.994,4
I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009,2009-01-01,289133,72,0.743,0.0873,0.743,0.766,0.0,0.509,-6.375,0.0265,127.96,4
Love Story,Fearless,Taylor Swift,2009,2008-11-11,235266,71,0.618,0.17,0.618,0.741,0.0,0.0822,-3.95,0.031,118.984,4
Right Round,R.O.O.T.S. (Route of Overcoming the Struggle),Flo Rida,2009,2009-03-30,204640,73,0.72,0.009,0.72,0.672,0.0,0.232,-6.852,0.0551,124.986,4
I'm Yours,We Sing. We Dance. We Steal Things.,Jason Mraz,2009,2008-05-12,242186,83,0.686,0.595,0.686,0.457,0.0,0.105,-8.322,0.0468,150.953,4
Single Ladies (Put a Ring on It),I AM...SASHA FIERCE,Beyoncé,2009,2008-11-17,193213,69,0.426,0.0383,0.426,0.584,0.0,0.188,-5.293,0.296,193.437,4
Heartless,808s & Heartbreak,Kanye West,2009,2008-11-24,211000,0,0.787,0.0457,0.787,0.635,0.0,0.266,-6.277,0.117,87.99,4
Gives You Hell,When The World Comes Down,The All-American Rejects,2009,2008-01-01,213106,72,0.718,0.0159,0.718,0.691,0.0,0.0627,-6.44,0.0387,100.008,4
You Belong With Me,Fearless,Taylor Swift,2009,2008-11-11,231133,70,0.687,0.162,0.687,0.783,1.35E-05,0.114,-4.44,0.0386,129.964,4
Dead And Gone - feat. Justin Timberlake,Paper Trail,T.I.,2009,2008-09-08,299746,0,0.713,0.0402,0.713,0.746,0.0,0.601,-4.99,0.259,135.021,4
You Found Me,The Fray,The Fray,2009,2009-02-02,241853,75,0.338,0.0187,0.338,0.803,0.0,0.136,-5.412,0.0413,151.994,4
Use Somebody,Only By The Night,Kings of Leon,2009,2008-09-23,230760,76,0.276,0.00552,0.276,0.715,0.000417,0.201,-5.356,0.0432,137.028,4
Knock You Down,In A Perfect World...,Keri Hilson,2009,2009-01-01,326186,65,0.588,0.00952,0.588,0.877,0.0,0.171,-4.78,0.16,155.165,4
Blame It,Intuition,Jamie Foxx,2009,2008-12-11,289746,65,0.673,0.0782,0.673,0.614,0.0,0.139,-5.426,0.103,176.052,4
I Know You Want Me (Calle Ocho),Pitbull Starring In Rebelution,Pitbull,2009,2009-08-31,237120,68,0.82,0.0133,0.82,0.731,1.94E-05,0.131,-6.02,0.159,127.076,4
Live Your Life - feat. Rihanna,Paper Trail,T.I.,2009,2008-09-08,338853,1,0.375,0.071,0.375,0.862,0.0,0.211,-3.363,0.255,159.841,4
Kiss Me Thru The Phone,iSouljaBoyTellem,Soulja Boy,2009,2008-01-01,193386,76,0.758,0.0185,0.758,0.712,0.0,0.0677,-3.781,0.112,149.998,4
Down,All Or Nothing,Jay Sean,2009,2009-01-01,212106,79,0.657,0.0108,0.657,0.695,0.0,0.0822,-4.493,0.0321,65.997,4
TiK ToK,Animal (Expanded Edition),Kesha,2010,2010-01-01,199693,80,0.755,0.0991,0.755,0.837,0.0,0.289,-2.718,0.142,120.028,4
Need You Now,Need You Now,Lady A,2010,2010-01-01,236440,72,0.581,0.0298,0.581,0.717,0.000186,0.243,-4.433,0.0318,107.884,4
"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)",Train,2010,2010-12-01,216773,83,0.673,0.185,0.673,0.886,0.0,0.0826,-4.44,0.0431,97.012,4
California Gurls,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,2010,2012-03-12,234653,73,0.791,0.00446,0.791,0.754,0.0,0.163,-3.729,0.0569,125.014,4
Airplanes (feat. Hayley Williams),B.o.B Presents: The Adventures of Bobby Ray,B.o.B,2010,2010-04-27,180480,75,0.66,0.11,0.66,0.867,0.0,0.0368,-4.285,0.116,93.033,4
Love The Way You Lie,Recovery,Eminem,2010,2010-06-18,263373,82,0.749,0.241,0.749,0.925,0.0,0.52,-5.034,0.227,86.989,4
Bad Romance,The Fame Monster,Lady Gaga,2010,2009,294573,1,0.697,0.00305,0.697,0.921,3.65E-05,0.0831,-3.75,0.0391,118.99,4
Dynamite,Rokstarr,Taio Cruz,2010,2010-01-01,203866,71,0.754,0.00332,0.754,0.804,0.0,0.0329,-3.177,0.0853,119.968,4
Break Your Heart,Rokstarr,Taio Cruz,2010,2010-01-01,186266,65,0.666,0.00155,0.666,0.899,0.0,0.0677,-4.676,0.028,122.05,4
Nothin' on You (feat. Bruno Mars),B.o.B Presents: The Adventures of Bobby Ray,B.o.B,2010,2010-04-27,268320,73,0.688,0.386,0.688,0.853,0.0,0.0862,-5.814,0.0493,103.993,4
I Like It,Jersey Shore,Various Artists,2010,2010-01-01,216133,0,0.665,0.011,0.665,0.885,0.0,0.11,-3.862,0.102,129.053,4
I Like It,Euphoria (Standard US/Latin version),Enrique Iglesias,2010,2010-01-01,231786,63,0.646,0.0209,0.646,0.94,0.0,0.0691,-2.856,0.0838,129.011,4
BedRock,We Are Young Money,Young Money,2010,2009-01-01,288133,72,0.733,0.102,0.733,0.664,0.0,0.191,-6.163,0.295,148.005,4
In My Head,Jason Derulo (Deluxe Audio),Jason Derulo,2010,2010-03-01,198960,56,0.762,0.0269,0.762,0.739,0.0,0.498,-4.178,0.0328,110.002,4
Rude Boy,Rated R,Rihanna,2010,2009-11-20,222920,73,0.563,0.113,0.563,0.75,0.0,0.0788,-4.496,0.127,173.906,4
Telephone,The Fame Monster,Lady Gaga,2010,2009-01-01,220626,2,0.827,0.00748,0.827,0.821,0.0015,0.115,-5.864,0.0419,122.017,4
Teenage Dream,Teenage Dream,Katy Perry,2010,2010-01-01,227741,65,0.719,0.0162,0.719,0.798,2.34E-06,0.134,-4.582,0.0361,120.011,4
Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,2010,2010-10-05,220733,81,0.637,0.0151,0.637,0.843,0.0,0.0876,-5.413,0.0432,109.012,4
Cooler Than Me - Single Mix,31 Minutes to Takeoff,Mike Posner,2010,2010-08-09,213293,72,0.768,0.179,0.768,0.82,0.0,0.704,-4.63,0.0475,129.969,4
Imma Be,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2010,2009-01-01,257560,64,0.597,0.179,0.597,0.517,0.0,0.307,-6.963,0.365,92.035,4
Rolling in the Deep,21,Adele,2011,2011-01-19,228293,75,0.729,0.131,0.729,0.756,0.0,0.0527,-5.119,0.0294,104.945,4
Party Rock Anthem,Sorry For Party Rocking,LMFAO,2011,2011-01-01,262173,67,0.75,0.0189,0.75,0.727,0.0,0.266,-4.21,0.142,129.993,4
Firework,Teenage Dream,Katy Perry,2011,2010-01-01,227893,65,0.638,0.141,0.638,0.832,0.0,0.113,-5.039,0.049,124.071,4
E.T.,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,2011,2012-03-12,229573,65,0.62,0.0181,0.62,0.869,0.0,0.369,-5.252,0.175,151.684,4
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Planet Pit (Deluxe Version),Pitbull,2011,2011-06-17,252306,79,0.671,0.192,0.671,0.939,0.0,0.298,-3.206,0.161,129.023,4
Grenade,Doo-Wops & Hooligans,Bruno Mars,2011,2010-10-05,223253,75,0.706,0.146,0.706,0.558,0.0,0.118,-7.237,0.0593,110.443,4
Fuck You,The Lady Killer,CeeLo Green,2011,2010-11-09,222933,67,0.69,0.129,0.69,0.834,0.0,0.136,-5.79,0.0566,127.43,4
Super Bass,Pink Friday,Nicki Minaj,2011,2010-01-01,200013,1,0.721,0.29,0.721,0.867,2.87E-06,0.503,-4.302,0.196,127.033,4
Moves Like Jagger - Studio Recording From The Voice Performance,Hands All Over,Maroon 5,2011,2010,201160,69,0.722,0.0111,0.722,0.758,0.0,0.308,-4.477,0.0471,128.047,4
Just Can’t Get Enough,The Beginning,Black Eyed Peas,2011,2010-01-01,219426,73,0.659,0.186,0.659,0.628,0.0,0.105,-8.685,0.179,94.05,4
On The Floor - Radio Edit,On The Floor,Jennifer Lopez,2011,2011-01-01,230906,75,0.758,0.0848,0.758,0.686,0.00127,0.142,-6.346,0.0792,130.007,4
S&M,Loud,Rihanna,2011,2010-11-15,243533,61,0.766,0.0113,0.766,0.682,0.00016,0.104,-5.02,0.0419,127.966,4
Pumped Up Kicks,Torches,Foster The People,2011,2011-05-23,239600,84,0.733,0.145,0.733,0.71,0.115,0.0956,-5.849,0.0292,127.975,4
